id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
1230,7.30362849078e-11,1.52318911262e-08,4.93975035939e-08,6.01022094196e-08,3.71048088471e-09,4.88270184576e-07,1.95284432944e-09,4.12410282472e-10,9.05774617058e-10,4.56712777858e-10,2.64381191279e-08,8.78456287024e-09,8.01844748932e-10,1.26255558034e-09,1.29828889337e-08,3.30478711656e-09,3.18332148412e-10,5.68386253467e-08,7.91293413531e-10,2.80703659766e-10,1.56735001886e-10,7.704204143e-08,1.24070835932e-07,3.25542762999e-09,3.60993261226e-10,9.53663842946e-08,3.83227787123e-08,4.45664647548e-06,7.59410413302e-08,6.00477565173e-09,6.83451697562e-09,2.07836463574e-09,5.67687750013e-09,8.47532782202e-10,4.6418596659e-08,4.92214489798e-09,1.12637037247e-09,1.38623909583e-11,2.21124639789e-09,1.11221049452e-09,6.12891512634e-10,2.63151270861e-09,2.07274217656e-07,2.43819906163e-09,2.44202745731e-07,1.7077957445e-09,2.13325459035e-08,2.69534920177e-11,8.346230281e-15,3.64658647711e-10,1.59422686009e-08,1.10642522447e-08,4.82741192244e-09,1.79777440061e-11,1.60880273094e-08,4.28387903502e-11,1.175515813e-09,2.40953546638e-08,2.03836445322e-09,8.32912416918e-08,9.6464078881e-08,2.02275481433e-07,1.30969275297e-06,1.29767938034e-08,3.15834007679e-09,3.32142084485e-10,0.999988469359,1.92819764311e-09,2.14357009435e-10,1.81637542029e-09,1.4828956773e-11,2.73746826826e-10,2.77706212698e-08,7.23721225232e-07,2.82849546158e-11,4.28358218973e-08,1.70713177814e-10,2.26444977752e-06,1.96979752084e-09,7.08838886763e-09,1.34973886953e-09,8.00382474816e-08,1.27866432645e-12,9.43696876316e-08,2.30696696368e-09,4.91367187051e-11,1.19617238368e-09,1.50499184999e-10,3.44866695432e-08,4.10779808628e-10,1.24239951465e-10,3.14387477337e-08,7.55532559811e-09,3.2256182217e-10,2.47271459924e-09,1.56105838564e-08,6.1494998016e-08,1.73331172483e-07,6.84938720993e-09
1233,1.11226538305e-08,4.23558289674e-07,3.8778103727e-06,4.66730908466e-07,3.05122693955e-10,1.98600738853e-08,1.33575910133e-06,8.3857815956e-10,7.30342233723e-09,5.13069904508e-11,2.4221361835e-11,2.00557025901e-10,1.00097893957e-08,4.66582901414e-11,1.72746383852e-10,7.9744289558e-08,4.89720275588e-10,7.25047755875e-09,1.06389046606e-09,2.11577747464e-06,7.80636531383e-10,5.30812604785e-09,4.16287700634e-10,5.11357360916e-09,1.38636746955e-08,4.90591909971e-07,1.65851720693e-07,2.30451007679e-08,1.02981713331e-09,2.03141697939e-09,3.0256463331e-08,1.88505270227e-10,1.93225790592e-08,4.48080062014e-10,1.61523623782e-06,1.47356789849e-11,6.19483476381e-07,7.27551394061e-06,1.80121255406e-06,1.99012266418e-06,6.14495830019e-05,4.66791526081e-08,4.00967141905e-08,1.28648601487e-06,8.73255805834e-10,2.89117673348e-07,3.8408552297e-14,2.08524549799e-05,2.47369139776e-10,1.7784152387e-10,3.28028881186e-06,3.80578470877e-11,1.00275322111e-10,2.68680841664e-12,8.79105490273e-09,3.07304040124e-10,8.29249238125e-12,1.60607180185e-05,3.75501636263e-06,1.58530871307e-05,1.18528227708e-07,9.45711276685e-09,3.59589337758e-09,9.47944760056e-08,5.68948320208e-14,4.98209430228e-09,6.10719323218e-11,4.3465018386e-05,1.01659967711e-08,1.61674457872e-07,1.56322510154e-08,5.66395896243e-09,8.22285767261e-07,4.50820548505e-08,3.09741030496e-15,5.09291129012e-12,2.28796007656e-06,6.2223024975e-08,1.82458620488e-10,3.84097454991e-08,2.66654620125e-12,4.01066341e-09,1.11166189125e-05,3.80736961146e-11,1.43028284324e-07,4.49663822557e-05,7.29684697181e-07,0.999748430256,4.52398771392e-12,9.49729333884e-07,2.36086101776e-07,1.86651243877e-10,2.97944118533e-11,4.20987309856e-13,2.04609311401e-07,1.56992495504e-07,5.58877408089e-07,1.50079975172e-09,1.42143612345e-08
1234,2.72624116555e-10,4.82120468699e-10,3.31269205854e-12,1.13944452986e-09,4.0517978511e-10,2.92694053934e-08,1.83460930371e-14,4.37199212152e-13,8.33589318885e-11,4.16988136203e-09,2.10685595969e-08,3.02589805157e-12,5.87223145204e-09,2.70659864931e-11,4.53928776666e-09,1.69220267994e-11,5.98158609253e-09,7.43979923648e-12,1.32947013118e-12,2.34266083563e-10,4.35124223478e-11,6.78274231575e-08,1.06129690288e-13,3.28672919162e-13,1.58958197889e-13,3.67632201702e-12,2.37484434043e-06,2.85643396706e-08,1.24006204815e-13,7.35926116909e-14,3.32306141598e-18,1.47883031606e-06,5.26403140128e-09,1.12482219414e-10,1.29655176213e-10,4.52699527949e-11,5.54456109886e-11,4.54109789251e-13,6.34391284267e-10,4.80079411817e-12,8.10094317528e-16,2.70249226349e-07,5.94702800652e-09,6.54026990286e-11,8.85251411817e-10,2.1438737488e-11,7.09612289214e-08,7.80868665634e-15,3.15444009279e-12,3.42800762518e-09,2.40384803606e-09,4.81266283297e-07,3.09145232888e-10,9.57460233343e-11,9.9401951061e-08,1.22075591973e-10,3.34113666687e-07,3.75306222663e-13,1.06883312825e-10,2.43365508221e-09,6.91165389306e-11,9.18813584827e-11,5.36951912311e-11,3.62081998362e-09,2.67864930611e-07,2.19745237027e-09,4.99854055158e-08,3.31449156896e-16,3.53966182958e-08,7.85691108042e-13,4.28600027151e-17,1.91026180294e-12,1.08582419398e-09,9.83522087611e-12,1.66936021416e-08,0.999993845844,2.13970020592e-11,1.85951127882e-08,1.68942659899e-07,3.87848742581e-11,1.32696047722e-12,6.61837582528e-12,7.52880805435e-15,1.69100548149e-07,6.21457891847e-08,1.69284671794e-10,2.46975468302e-12,3.43959127042e-13,1.05958942025e-08,4.4898302393e-12,2.55345440664e-12,3.12091841521e-11,5.66933523288e-10,2.92727437698e-12,6.79448303146e-09,9.13704747434e-12,8.25002703559e-13,3.82314631266e-08,6.73723853386e-11
1237,4.34268326473e-11,1.36828389178e-12,3.25420021845e-15,1.41703354328e-13,2.17534498972e-09,1.71231197723e-10,1.22511728556e-16,4.29733920813e-12,2.94162394062e-12,3.82608763729e-08,4.63468798166e-08,1.341808819e-12,1.14026428125e-14,5.17467505656e-09,3.33328453786e-10,6.63635433979e-12,2.49185917079e-07,2.56102516237e-14,1.33614499642e-08,2.1835774952e-14,5.25609941673e-07,2.30636047502e-10,3.52502482655e-10,2.87898144249e-10,1.5922360701e-15,1.75552063749e-10,3.05384809018e-08,8.15970682074e-11,1.69093792044e-10,9.49735065992e-13,1.72412245648e-20,9.15058344776e-08,2.18407703366e-10,2.65687289637e-08,5.40024255521e-17,4.11538724948e-09,2.2270034011e-14,1.13598081228e-18,9.2987304766e-13,4.82727057033e-14,2.79334853823e-19,1.47752657889e-10,3.92047390901e-14,2.05327682567e-14,2.31799739938e-09,1.54178048267e-15,1.59086783257e-05,7.83861096235e-19,3.20536062632e-13,2.58854518161e-08,1.64153911437e-11,4.21867937372e-07,7.71573083335e-13,1.27757473561e-08,3.30546107468e-05,4.4977910114e-08,1.83369546272e-06,1.22435624163e-18,3.31010112848e-19,1.30000050849e-13,1.12413977886e-11,4.31946165658e-12,1.09858070809e-11,5.37558953052e-14,2.47118783142e-06,1.29789911209e-08,5.65664879826e-10,2.22690255032e-19,1.4856448206e-11,1.47128154728e-14,1.95403801569e-11,1.12357916345e-12,2.40454278389e-10,7.34594079958e-15,0.999910166443,2.9654539594e-07,5.28117084088e-18,1.08016312662e-10,1.97208811116e-06,4.20314681185e-11,2.26861503037e-08,3.75176679566e-19,8.10822866263e-21,2.72489275593e-08,2.96547957689e-08,2.79414136692e-17,2.68690804267e-16,2.93338163291e-20,3.26100958265e-05,1.60447212331e-16,5.38531261546e-15,2.50344385385e-11,7.80904321517e-12,3.18470934262e-08,3.96716628216e-15,1.26300853013e-15,1.08673115831e-15,1.82605128496e-08,1.09874747211e-11
1241,2.44694647715e-06,4.45530172096e-07,6.26088254353e-07,5.88616959906e-05,1.84706785474e-07,1.96674956929e-08,2.0741215222e-05,0.999104053215,4.76283310629e-05,3.97248416554e-07,4.13750894869e-07,1.60896013347e-06,1.68757531959e-06,1.77723470196e-05,4.29691921778e-07,3.4725892509e-08,4.76313895281e-09,0.000507241480367,1.76158666301e-07,4.91981766814e-07,5.98138966123e-08,8.88204349711e-10,1.47404414806e-08,1.38466221616e-09,5.65296708374e-09,2.47333684184e-08,5.46298066979e-06,3.25499792065e-09,2.06814837047e-07,2.78310164409e-10,9.48435269846e-09,1.56528929547e-09,2.11612671666e-07,2.01715633637e-06,3.32173975719e-10,4.89521573535e-07,1.4931959202e-07,3.76020491126e-09,7.39595485849e-10,1.40385744318e-08,8.02326616241e-11,1.52431855488e-06,8.59080672611e-09,5.6910286503e-10,1.55562882395e-06,1.44428134062e-07,3.53637902296e-09,6.60109601052e-08,4.28078541253e-07,1.47781820077e-05,1.15445390576e-09,3.54729844448e-10,9.35804719562e-07,8.10534751735e-08,7.20903661608e-07,9.4861756087e-08,1.4783051673e-11,8.25713378539e-07,3.54410682236e-07,3.05283503427e-07,2.02049672196e-06,2.64033293287e-08,1.71129881686e-05,1.0767714742e-08,6.84555821124e-08,4.13115859719e-08,3.5208581941e-08,3.20434997742e-09,1.21662665137e-09,5.1689263835e-09,1.61408000527e-08,7.02408808836e-09,3.69794509394e-10,1.04317285088e-05,2.12109483694e-09,2.95915988132e-08,2.95230867588e-08,1.63601516962e-08,5.60208458013e-09,9.10491354356e-07,1.21147739056e-05,8.87336785746e-08,1.01924025707e-09,6.94565542016e-07,6.03449158052e-08,2.94673244981e-07,1.94132554684e-06,6.8032378539e-10,3.1336244829e-08,1.67917279243e-06,1.31727771625e-08,7.84618093614e-06,0.00014359649487,5.95804714378e-07,2.75311865142e-06,1.32883567007e-06,1.34015685701e-09,1.55408579056e-09,4.09566922288e-07
1246,1.03373447749e-13,9.72007015292e-11,1.22660921577e-13,2.20854280253e-11,1.84126352908e-11,2.17951725084e-10,6.95698885128e-18,4.33288260406e-15,4.62771182971e-13,7.39007722089e-11,2.63034960199e-10,1.88233559342e-16,2.78220818722e-13,4.00197915878e-13,1.70634235234e-11,3.50555435128e-13,4.72253345417e-08,5.21283769829e-16,9.20931830936e-15,1.39263150553e-13,3.71218671503e-12,5.17387773889e-07,3.85037761933e-12,3.34782403356e-13,3.82557691372e-17,3.7998783612e-13,5.93099652727e-10,2.1901783458e-08,3.99047268891e-14,6.32416696193e-11,6.96425715895e-18,3.19279493804e-07,2.75934189597e-08,8.76203081238e-12,1.91822425923e-10,2.0542601185e-11,4.64748069603e-13,7.63665905642e-15,4.24519037445e-13,1.01905645738e-13,2.48717189899e-16,2.03003841709e-10,3.03574527138e-10,1.82609986428e-16,4.21806159048e-09,1.1768071786e-14,9.86423282193e-10,2.10320421042e-19,1.07898753603e-18,8.66972502096e-12,2.22679200386e-11,1.48503289296e-05,7.07539889097e-16,1.08354525134e-14,6.8057076643e-11,2.20450998558e-08,7.33436856315e-07,6.26844812405e-17,1.54819194828e-16,1.54103681021e-13,7.95263022534e-15,4.67710747985e-12,1.53171151163e-11,4.68777463747e-13,0.999982923046,4.62661681364e-11,4.66257315614e-09,3.27814128744e-18,3.19618000461e-11,2.49085532624e-13,1.74646275458e-17,1.20688314516e-16,1.03337465125e-08,4.79375966779e-15,8.19517624337e-08,1.10958680354e-07,2.2654631446e-18,1.8776239557e-09,1.2519101344e-07,1.51815649109e-11,1.44725164442e-12,8.16567637039e-15,1.28603000518e-17,9.48883056121e-08,4.81366228987e-08,7.96460998449e-17,5.81862141542e-20,2.50968109327e-17,4.84100309247e-08,4.82100989412e-17,1.22775454622e-12,2.3937043666e-13,9.12759316582e-14,5.5486415816e-13,3.90904274208e-13,2.06357571656e-16,1.43053235099e-13,3.80792040216e-09,1.03533995383e-11
1247,5.34674108424e-06,1.86554513535e-09,1.49422674787e-08,2.09110574525e-06,4.72917912835e-09,2.12255318194e-08,3.27467875568e-09,8.16010845947e-09,4.18954002428e-09,1.68064727993e-07,8.65048024251e-09,1.12127984205e-08,1.01873862305e-07,6.87418438995e-09,2.61040022487e-09,7.81419626886e-09,3.08615144291e-09,3.02513984997e-09,6.66974325852e-08,5.12063960801e-08,4.33095852852e-07,5.03970317127e-09,1.83498683202e-08,2.01268174406e-09,2.15579585856e-06,9.71202568788e-09,9.64373885579e-08,2.26160346237e-10,2.01036752846e-08,6.59641135203e-10,6.59009078059e-12,4.79336314071e-07,7.13353949576e-08,5.59820525933e-07,3.87446065571e-10,8.13760382168e-09,1.641635523e-10,1.05030809831e-07,2.1265301159e-09,9.18124128839e-10,5.17347509895e-12,4.68704773668e-08,1.07564596094e-10,2.68376309116e-10,2.74060702996e-08,2.44358130662e-09,6.78824419654e-08,1.25765042887e-11,3.99872355463e-09,2.47547872928e-09,4.91290271512e-10,1.94822182932e-08,1.35681014063e-08,2.25291813414e-08,7.32721591376e-07,2.5001222873e-06,9.556094063e-09,2.58839675308e-11,1.58325284961e-10,3.45143141497e-09,2.13297782079e-07,1.11079866212e-08,1.18441913101e-08,1.49600717818e-10,1.90387635312e-08,0.999982036836,3.21117870036e-10,3.14904570063e-11,4.51322576178e-07,5.35501377048e-10,1.62028580445e-07,1.3952618182e-08,4.08108662171e-09,6.46235856065e-09,4.33290964369e-08,4.64964000362e-07,4.53005808081e-07,2.30889236924e-10,1.05488422759e-08,4.1335024807e-08,2.67767226368e-08,3.00798826129e-11,5.46857371552e-11,1.49109264333e-09,4.02420918506e-09,1.05924393847e-08,4.1839430864e-09,3.37889722012e-10,4.30273796693e-09,5.63285209412e-10,1.95132236931e-08,1.77282769909e-08,4.16173753503e-09,5.3660108141e-08,2.76467814346e-10,3.70682071044e-11,3.07941001525e-10,4.75606206893e-07,8.23058887556e-08
1248,1.11729704402e-12,6.06019977094e-11,2.72923745224e-14,1.15147894702e-13,4.2883414359e-10,3.29939707076e-07,2.4275688722e-11,6.20179333869e-13,4.85238337303e-09,8.96313346756e-08,1.03848633683e-10,4.56429128668e-14,2.44515839956e-12,2.28488743706e-09,4.27015201288e-09,6.8217385401e-11,3.19435496091e-07,1.64754810232e-14,2.11568766688e-12,5.10601756923e-11,7.17551371548e-12,5.13846221157e-10,4.40971092591e-08,1.21210387316e-14,4.65622874186e-14,1.91797769598e-12,3.23515626392e-08,1.87732359077e-10,6.81946518404e-13,2.12396292185e-14,8.87689678439e-20,1.79251134749e-08,2.00155038152e-10,1.58248693977e-08,4.32362845211e-14,9.93194872682e-09,2.29574062983e-11,1.42029557344e-13,3.11442682138e-12,1.00973517804e-11,5.09273858735e-15,1.83394200454e-08,8.79112307967e-12,1.19552738749e-14,8.61814498757e-10,1.69393970525e-14,2.33246634608e-09,2.07567823987e-15,2.84338058964e-14,6.10953075171e-12,1.95042653214e-11,1.3145253058e-06,1.37532316396e-15,9.40940225159e-12,2.24554638775e-10,4.61821115274e-10,3.53516765108e-07,2.66034217095e-15,4.26604806611e-18,2.52810036928e-10,3.27855626208e-13,2.21189823783e-12,1.32088532621e-12,7.35715287679e-08,2.655128061e-09,7.68748275389e-11,3.8243671375e-09,2.44342506548e-15,1.45285503752e-12,2.19648997759e-13,9.9850632156e-13,3.07578925645e-11,4.30363079671e-07,1.23806682088e-14,4.53880844555e-07,4.96963405432e-08,1.07473891829e-14,9.10493809397e-07,0.999995189991,1.51407035243e-12,4.57760804469e-08,4.87056132587e-19,2.24729747312e-12,2.02528569316e-07,2.94815680954e-09,3.05735499142e-17,3.58722684605e-17,5.25047520717e-17,6.67323264723e-08,1.53581301312e-14,2.19487081114e-15,6.58750002915e-13,5.74842687092e-13,2.83301071685e-11,1.43136800421e-13,2.6436712759e-13,1.85557213567e-14,4.59525294886e-09,8.13802455375e-13
1252,1.88044705239e-11,3.01444430374e-12,2.99318627027e-11,1.5804981112e-09,2.0927827724e-12,2.56037053198e-10,6.17276258281e-09,9.40638703355e-12,2.06097631651e-09,1.18056476937e-11,3.75275961533e-13,2.70607265393e-12,2.02795901412e-11,2.90924217842e-12,1.37750711291e-11,2.65152371711e-11,3.89852691538e-12,4.36553606846e-11,1.3230467365e-12,2.83142025545e-09,1.176537674e-13,4.4745688355e-14,3.16265930436e-11,6.64458002581e-14,1.67844348194e-11,1.19911528344e-12,1.00819917836e-08,7.53985536731e-11,5.81551408947e-12,4.71604199315e-16,3.60423551805e-14,6.31198181271e-14,5.12806173066e-11,3.88793955154e-13,2.73136329582e-11,1.98092381393e-12,1.12521305008e-08,9.84076354498e-11,2.07381825793e-10,1.69828644334e-11,5.54817905016e-11,7.10086286038e-11,7.40674138728e-10,3.49342271315e-09,8.33252407878e-12,1.19942677696e-10,6.66361399217e-16,7.30877829843e-09,1.63125657695e-12,9.59726388055e-14,1.21104168015e-10,2.9908027665e-13,1.56644260195e-12,1.55200210385e-14,1.02264862162e-13,1.00757449371e-12,2.16823923592e-14,5.99178856535e-11,3.87650508008e-10,9.35927129361e-06,1.00007615159e-11,2.88535433299e-10,2.04173365643e-12,0.999911375305,4.55200808622e-16,5.84006300028e-12,2.68669671612e-14,6.23784085255e-06,7.3323158355e-12,5.93803604987e-09,7.01749797196e-12,2.60656622176e-07,6.28270781574e-08,7.62519998828e-11,2.93310866062e-17,5.20646872751e-13,2.44017051201e-08,3.84146856753e-12,1.89652242233e-08,1.66690099713e-11,3.15237725092e-09,7.22160084661e-13,7.2593990274e-05,1.50839066747e-11,1.48805394148e-11,3.1952711878e-10,4.0202790565e-12,4.19994301693e-09,3.9073630035e-15,2.49449160087e-09,1.68467405262e-11,8.3987427536e-14,1.88165018058e-12,3.99152046521e-14,1.72332949291e-10,1.85333972108e-09,8.07284785372e-10,6.63548255404e-13,8.68923982136e-14
1259,1.02143724659e-10,1.27944056907e-07,1.8684141352e-10,1.36086199064e-08,3.19856746538e-08,2.39732071164e-06,1.96771552991e-13,8.55359054178e-11,1.80203008976e-10,1.77015096521e-08,4.1249997676e-07,8.05478503899e-10,8.01433568557e-09,1.39736535907e-09,8.59385154851e-08,6.4684732645e-09,4.38120816018e-07,4.75214740212e-12,1.7790207595e-08,1.520796551e-10,9.14833497916e-09,4.52864092632e-06,4.85023184746e-08,1.07338343864e-11,7.01835391203e-11,9.46326655481e-09,2.38612344412e-06,5.43255587359e-09,2.56411261155e-08,2.42359164595e-09,1.51805480226e-13,4.50814272367e-08,4.94015323813e-08,2.89467774654e-08,5.10730287153e-11,1.20401037022e-07,7.91474945996e-12,1.46960284762e-14,1.90787862325e-11,3.07907562436e-13,1.33839923432e-14,1.8417402554e-08,5.82810083072e-09,1.53750887929e-12,4.10552552338e-07,8.79659300886e-13,2.57556910129e-05,1.82584524689e-16,1.27155609637e-11,1.27832469986e-07,1.08994604634e-08,7.96150908648e-06,4.52831926383e-11,3.54851265471e-06,1.87810401393e-08,4.15913228669e-07,0.99968219129,1.76906511225e-13,4.25283829014e-15,2.93757758259e-10,1.029005837e-09,2.98864102416e-10,1.11529128336e-09,7.6406615219e-10,0.000111941255992,3.7882649109e-08,3.28276595154e-06,1.01977424268e-14,7.879184709e-07,6.67862788379e-08,9.52377102184e-12,5.82487551843e-11,2.271994668e-07,1.3959448232e-10,3.33116973239e-05,7.38531296829e-05,2.60849306176e-13,1.08434516461e-06,1.5589682263e-06,1.14552718934e-08,1.78380827036e-08,2.44350859897e-12,1.9871270596e-16,3.3927371112e-05,6.09196581881e-07,9.07590155331e-13,1.69751145325e-11,1.01444634722e-13,3.98315211637e-06,8.67999162209e-13,1.18423902059e-11,4.38252411716e-09,2.16489043098e-09,3.10979531234e-08,1.52246030684e-10,8.46949411861e-13,4.18749489677e-12,3.35069176761e-06,6.21840136344e-07
1260,1.75061961524e-10,9.51725553193e-09,1.11077106552e-07,3.95235691227e-07,2.52636094369e-09,2.28707684451e-07,1.1566026279e-11,1.25628008936e-11,4.83861944767e-12,9.55048867612e-10,2.22672915235e-08,1.83328784664e-11,6.38087563846e-10,3.61689532341e-11,1.63727003967e-09,8.00027865567e-10,1.66289272402e-08,2.20580947921e-12,1.42893522295e-11,3.56040866145e-09,1.67790098442e-10,0.999994522866,4.63546649303e-08,1.45130419096e-08,1.4286318503e-09,1.74420346886e-07,5.61235475891e-09,5.51471062291e-08,2.57887658096e-10,4.06624552469e-07,3.57396010078e-08,1.70593893073e-07,2.13953198676e-08,2.4783248713e-10,4.95599628304e-07,5.78836868255e-10,5.83249567968e-07,2.40615272827e-10,2.88785633572e-08,1.91798989166e-08,7.02226992574e-10,2.39748535139e-09,2.12134021987e-08,6.48133882092e-10,1.13518363332e-08,4.1967815121e-10,9.53662924843e-08,5.67375237502e-13,5.75988575484e-14,1.01277848814e-09,1.47860468787e-09,2.78296011473e-08,3.56764592491e-12,5.29130214161e-13,8.91373406498e-09,2.66554261165e-09,7.80974815123e-08,1.85249550393e-09,8.97207501002e-13,3.6677402896e-11,1.86747418107e-10,5.41604034244e-09,3.94417950654e-09,1.12466317397e-09,1.55959369226e-08,1.18565803453e-10,7.23257274962e-09,7.9361049701e-10,1.71812697051e-06,2.22021041486e-11,7.01487632681e-13,7.18255730957e-12,8.33157125309e-08,3.22014127388e-10,4.67357158693e-11,9.24260251743e-10,1.52443894457e-11,7.03985897184e-08,7.08608540092e-10,2.09858052282e-08,1.46403029448e-12,4.12603901092e-11,3.68819808185e-13,1.27256622621e-08,2.92976778254e-09,9.13844721239e-11,3.05922175388e-12,8.71228618777e-10,2.23664120906e-08,2.1254704751e-11,1.15545792231e-10,6.85283753319e-12,1.06036483619e-08,9.45122993736e-12,1.01510548638e-08,6.79095828178e-12,8.3086559126e-09,2.75305698057e-07,9.62405334313e-08
1261,1.64774281315e-09,1.85691423008e-12,2.19723981649e-09,2.50812476562e-08,8.73770297966e-11,2.56991308157e-10,2.52351494096e-10,3.06017078781e-11,7.80518467276e-12,2.36968273544e-10,2.44981342892e-09,5.35180534271e-11,1.05061077244e-10,2.83744719631e-12,5.97171741028e-11,6.62964012025e-12,2.86740835595e-12,3.54598882773e-10,2.09857072005e-10,3.23443952236e-12,8.81434604924e-12,9.87224964808e-10,3.38579500481e-11,1.74478429291e-09,1.77351616787e-09,4.26070428267e-10,1.13915571263e-08,7.78049257788e-09,5.39745955212e-10,3.17768729234e-10,3.9311887136e-10,1.72511695476e-10,9.29869194586e-11,4.04468945271e-10,8.69534791072e-08,2.33869531567e-11,5.17497758377e-11,3.15083781467e-13,1.08017235151e-08,3.80958614198e-12,8.02289465997e-11,1.64619732341e-12,6.31121895217e-07,2.783178687e-10,1.45318749439e-09,9.26163319953e-10,3.40148140692e-11,1.60397105274e-10,1.85245299151e-11,2.22615980358e-09,4.41791358547e-11,3.20538095714e-10,6.02853678599e-11,1.26910056839e-11,2.67533298094e-08,8.40594021087e-12,5.32823863928e-14,2.64922054721e-11,1.45787143432e-10,3.04893487372e-09,6.13646229441e-11,0.999992393931,8.78909240105e-10,5.04334214641e-11,1.40590554041e-10,1.09985775026e-11,1.34385521439e-09,5.81108691811e-09,4.17275659101e-07,1.5795146838e-07,2.03240543625e-10,1.94441859524e-10,3.47317465145e-10,3.62047669253e-07,2.67104139285e-13,4.562358051e-10,5.34603124525e-10,1.08596819332e-11,5.63774246044e-13,2.43751708364e-10,1.54558617373e-11,3.45170563367e-10,5.61340502738e-12,6.31524603873e-09,2.20924293056e-11,4.58549224199e-10,1.14397056009e-11,2.87395563908e-12,6.83187846178e-11,3.92649454375e-11,1.08075511264e-06,2.50956100024e-12,3.39110587495e-10,1.60286193622e-11,1.50656008453e-10,1.41798421345e-12,4.7461676352e-06,3.29450399544e-11,8.53552445867e-11
1264,1.50497044167e-16,7.55530581938e-14,2.10863688671e-16,2.12775591279e-16,8.54283147781e-12,2.32610962556e-10,6.38345223247e-20,2.44131423937e-14,1.30859256521e-17,1.70204374494e-11,3.38092681534e-11,1.15861772648e-16,3.51823005294e-16,6.4568596008e-11,1.31826395836e-11,7.29483503465e-12,1.48431232049e-09,2.23353667295e-16,1.12500403088e-11,1.50524808759e-17,2.10433934843e-14,5.31316962895e-09,1.03600739634e-08,6.5169717428e-14,1.0531533284e-15,4.87029220038e-11,1.19088505326e-07,5.74638100011e-11,2.61220601081e-11,3.76111279585e-11,3.44001044335e-20,1.14104878709e-10,5.86676382999e-12,5.16507633006e-10,3.4891340723e-15,4.82864535028e-11,2.38188643669e-15,8.4140158753e-20,5.09235225142e-15,6.83939819134e-17,3.84309561899e-20,7.48741364929e-13,8.45338322099e-12,1.17740709435e-16,1.03714339478e-09,8.63236711765e-19,1.55228076488e-08,1.75949407796e-20,4.57236870218e-19,2.11431018649e-07,1.55351796994e-15,2.01596279606e-06,1.44147853589e-17,2.75233084089e-11,9.84891265102e-11,8.27422240705e-13,2.16418081038e-05,1.37998912072e-16,1.31984906761e-21,1.5548740881e-15,4.43981756558e-15,1.06851351196e-13,1.17368456799e-12,6.63520406052e-14,2.90636363672e-08,4.10751157906e-11,1.18221210558e-07,1.74722358348e-17,5.35726285288e-14,9.85950646404e-14,1.40808395799e-12,1.49214685853e-14,1.50992893452e-06,2.63486613078e-13,2.16331652928e-06,5.75811789135e-08,1.45073590297e-21,7.24922243943e-07,1.54486129461e-07,5.08612247534e-15,1.83548744668e-11,5.8053504224e-21,6.96640838807e-22,6.30517163061e-09,2.57543321618e-12,2.15845588496e-21,3.20070996475e-18,7.62999003422e-17,0.999971174523,2.05379326487e-18,1.28038885105e-17,6.29976115831e-14,1.50485895809e-13,1.03015455272e-12,4.64732401747e-18,2.95542555189e-17,1.60391681688e-18,3.8198286661e-08,7.62800653087e-15
